"word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_over","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_font","word_freq_money","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_table","word_freq_conference","char_freq_.","char_freq_..1","char_freq_..2","char_freq_..5","Output"
0,0.43,0.43,0,0,0,0,0,0,0.43,0,0,0,0,0.86,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,"1"
0,0,0,0,0.6,0,0,1.21,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.518,0.414,0,"1"
1.24,0.41,1.24,0,0,0,0,0,0,0.41,0,0,0,0,0.82,3.73,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.065,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.284,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,0,"1"
0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.284,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,0,"1"
0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.284,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,0,"1"
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.115,0.231,0.347,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,0,"1"
0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,"1"
0,0,0.76,0,0,0,0,0,0,0.38,0,0,0,0,0.76,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,"1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,"1"
0.12,1.76,0.63,0,0,0.5,0.25,3.9,0.5,0.88,0.12,0,0,0.12,0,2.9,0.25,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.019,0.379,0.159,0,"1"
0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0.09,0,0,"1"
0.05,0.3,0.4,0,0.05,0.05,0.1,0,0,0.3,0.2,0,0.05,0,0.5,1.55,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.045,0,0,"1"
0.05,0.3,0.4,0,0.05,0.05,0.1,0,0,0.3,0.2,0,0.05,0,0.5,1.55,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.036,0,0,"1"
0,0,0,0,0,1.28,1.28,1.28,1.28,1.28,0,0,0,5.12,0,2.56,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
0,0.55,0.55,0,0,0,0,0,0,0.55,0.55,0,0,2.79,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,"1"
0.05,0.3,0.4,0,0.05,0.05,0.1,0,0,0.3,0.2,0,0.05,0,0.5,1.55,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.045,0,0,"1"
0.05,0.3,0.4,0,0.05,0.05,0.1,0,0,0.3,0.2,0,0.05,0,0.5,1.55,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.036,0,0,"1"
0.5,0.46,0.34,0,0.03,0.19,0.57,0.65,0.3,0.73,0.65,1.27,0.03,0.42,0,3.08,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.011,0.077,0,0.125,"1"
0,0.32,0.8,0,0,0,0,0.48,0.16,0,0.16,0,0.16,0,0.8,0.16,0.16,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,"1"
